kepoi_name,koi_disposition,target,koi_period,koi_duration,koi_depth,koi_prad,koi_teq,koi_insol,koi_impact,koi_model_snr,koi_steff,koi_slogg,koi_srad
K00171.01,CONFIRMED,2,5.968724048,3.651,510.6,3.26,1251.0,579.9,0.166,107.1,6122.0,4.173,1.439
K01426.02,CONFIRMED,2,74.92768653,4.74,4119.2,6.39,409.0,6.62,0.796,161.5,5618.0,4.46,0.897
K01502.01,FALSE POSITIVE,0,1.876406096,1.531,433.8,1.57,1192.0,476.68,0.302,37.0,5198.0,4.6,0.759
K01503.01,CONFIRMED,2,150.2412582,10.849,2378.5,4.6,327.0,2.72,0.345,72.3,5604.0,4.451,0.943
K01504.01,FALSE POSITIVE,0,2.178154348,3.4874,428.6,22.22,1392.0,886.88,1.21,93.0,5947.0,4.482,0.881
K01505.01,CONFIRMED,2,5.03257009,4.213,439.1,2.53,1047.0,283.49,0.97,26.3,5970.0,4.521,0.908
K00179.01,CONFIRMED,2,20.74028645,10.3939,1023.3,4.24,798.0,95.68,0.431,155.3,6226.0,4.264,1.299
K01506.01,CONFIRMED,2,40.4286676,7.102,916.1,2.92,494.0,14.08,0.872,40.9,5813.0,4.561,0.833
K01574.02,CONFIRMED,2,191.239133,16.942,1061.2,6.47,401.0,6.14,0.876,36.8,5597.0,3.963,1.699
K01574.03,CANDIDATE,1,5.83393857,4.5813,134.4,1.98,1285.0,642.83,0.398,17.6,5597.0,3.963,1.699
K01574.04,CANDIDATE,1,8.9772888,4.72,97.5,1.79,1113.0,362.75,0.702,10.3,5597.0,3.963,1.699
K00187.01,FALSE POSITIVE,0,30.882538697,5.3737,24012.0,15.4,593.0,29.12,0.197,1266.2,6014.0,4.486,0.993
K01575.01,FALSE POSITIVE,0,24.3282251,6.158,1120.6,294.02,520.0,17.33,4.426,26.4,5286.0,4.59,0.78
K01576.01,CONFIRMED,2,10.41572666,2.7719,825.3,3.01,797.0,95.64,0.682,69.3,5511.0,4.426,0.987
K01576.02,CONFIRMED,2,13.08424286,3.0401,662.0,2.71,739.0,70.51,0.701,51.2,5511.0,4.426,0.987
K01652.01,FALSE POSITIVE,0,1.083736642,1.57912,8930.8,237.84,3641.0,41465.78,1.265,954.2,5591.0,3.227,5.618
K01653.01,FALSE POSITIVE,0,2.45570369,3.1,273.8,55.95,1891.0,3017.14,1.205,23.5,5148.0,3.624,2.314
K00194.01,CONFIRMED,2,3.120828136,2.1878,16456.0,14.16,1303.0,680.79,0.784,113.5,6122.0,4.471,0.996
K01654.01,FALSE POSITIVE,0,1.097211085,1.6738,38946.0,16.07,740.0,71.01,1.145,83.5,3497.0,4.92,0.334
K01655.01,CONFIRMED,2,0.938466959,1.3015,217.4,1.58,1876.0,2919.17,0.054,54.4,5499.0,4.323,1.087
K01656.01,CANDIDATE,1,51.3901452,5.995,494.0,3.62,570.0,24.98,0.946,15.4,6074.0,4.284,1.292
K01657.01,FALSE POSITIVE,0,3.88673217,20.491,761.7,21.04,1050.0,287.4,1.223,119.0,5798.0,4.589,0.767
K01748.01,FALSE POSITIVE,0,3.549386251,2.4342,50664.0,24.15,1142.0,402.76,0.818,108.2,5759.0,4.495,0.892
K01749.01,CONFIRMED,2,26.964501,3.792,601.7,2.2,573.0,25.56,0.006,20.1,5754.0,4.534,0.905
K01750.01,CONFIRMED,2,7.76845639,3.689,217.8,1.35,841.0,118.09,0.353,23.6,5447.0,4.481,0.917
K00203.01,CONFIRMED,2,1.485710994,2.2874,20823.9,14.48,1562.0,1404.81,0.105,1176.6,5624.0,4.432,1.018
K01750.02,CANDIDATE,1,2.53742164,1.563,104.5,0.93,1220.0,525.68,0.285,12.8,5447.0,4.481,0.917
K01751.01,CONFIRMED,2,8.689301216,2.563,1117.0,2.92,782.0,88.24,0.029,70.9,5211.0,4.447,0.895
K01751.02,CONFIRMED,2,20.99757968,2.454,1131.8,2.97,582.0,27.2,0.277,44.7,5211.0,4.447,0.895
K01826.01,CONFIRMED,2,134.2520474,9.0636,832.1,3.43,393.0,5.63,0.001,57.2,5818.0,4.276,1.2
K01827.01,FALSE POSITIVE,0,8.58966893,6.962,429.6,155.18,4900.0,136317.25,0.012,47.5,3837.0,0.829,80.307
K01828.01,CONFIRMED,2,99.7468804,6.804,1287.0,3.94,391.0,5.55,0.828,45.6,5620.0,4.363,0.974
K01829.01,FALSE POSITIVE,0,22.84156293,2.5997,2940.7,30.0,557.0,22.78,1.267,47.6,5381.0,4.538,0.826
K01830.01,CONFIRMED,2,13.22714056,3.2861,812.0,2.22,638.0,39.1,0.013,51.8,5180.0,4.548,0.8
K00213.01,FALSE POSITIVE,0,48.118812545,5.27958,69850.7,45.18,490.0,13.6,1.079,2145.1,6003.0,4.536,0.872
K01830.02,CONFIRMED,2,198.7106251,8.638,2094.8,3.56,258.0,1.05,0.026,62.1,5180.0,4.548,0.8
K01898.01,CONFIRMED,2,6.4980147,2.4384,190.9,1.87,1026.0,262.18,0.92,41.2,5727.0,4.328,1.104
K01899.01,CONFIRMED,2,19.76169247,3.9097,392.5,2.81,791.0,92.38,0.924,35.3,6327.0,4.327,1.175
K01899.02,CANDIDATE,1,10.5226374,3.864,68.9,1.08,976.0,213.96,0.806,8.9,6327.0,4.327,1.175
K01900.01,CONFIRMED,2,5.18498961,2.1397,430.1,1.15,652.0,42.62,0.021,36.4,4325.0,4.68,0.56
K00221.01,CONFIRMED,2,3.413036353,2.61366,3868.7,6.62,1200.0,490.24,0.046,480.7,5392.0,4.314,1.087
K01901.01,CONFIRMED,2,85.6542476,6.866,476.0,3.56,522.0,17.51,0.012,36.6,5818.0,4.065,1.647
K01902.01,FALSE POSITIVE,0,137.8645881,1.922,2363.0,15.9,170.0,0.2,1.265,28.2,3645.0,4.797,0.449
K01972.01,CANDIDATE,1,17.79108667,2.662,414.2,2.88,830.0,112.09,0.654,39.8,5855.0,4.148,1.34
K01972.02,CONFIRMED,2,1.226223959,2.1689,56.1,1.0,2024.0,3973.86,0.005,18.9,5855.0,4.148,1.34
K01973.01,CONFIRMED,2,3.290114076,1.5151,645.3,1.49,802.0,97.96,0.203,30.3,4484.0,4.654,0.594
K00230.01,FALSE POSITIVE,0,4.702495974,2.3421,4787.3,37.24,981.0,219.08,1.303,101.1,5408.0,4.476,0.878
K01974.01,CONFIRMED,2,109.4450597,3.792,1269.6,3.04,340.0,3.14,0.149,30.1,5403.0,4.5,0.868
K01975.01,CONFIRMED,2,7.56052209,3.8573,659.8,2.4,914.0,164.9,0.022,34.6,5895.0,4.503,0.94
K01976.01,CONFIRMED,2,12.12401737,3.3091,788.4,2.37,675.0,48.98,0.029,40.1,5094.0,4.469,0.87
K02044.01,CONFIRMED,2,16.92342126,4.1864,1125.3,3.4,702.0,57.37,0.515,40.8,5786.0,4.465,0.99
K02045.01,CONFIRMED,2,5.47665801,2.5482,648.0,2.01,741.0,71.0,0.788,32.1,4650.0,4.589,0.706
K00236.01,FALSE POSITIVE,0,5.77675928,6.789,3522.5,32.77,954.0,195.79,1.272,141.4,5544.0,4.435,0.875
K02045.02,CONFIRMED,2,24.2101973,4.046,458.0,1.5,451.0,9.8,0.45,14.1,4650.0,4.589,0.706
K02045.03,CONFIRMED,2,16.9348104,3.408,346.3,1.31,508.0,15.77,0.471,11.5,4650.0,4.589,0.706
K02046.01,CONFIRMED,2,23.8990075,15.955,293.4,3.26,823.0,108.3,0.153,61.5,5511.0,3.914,1.93
K02047.01,CONFIRMED,2,6.22161107,3.4117,165.0,1.59,1101.0,348.15,0.838,29.0,6277.0,4.417,1.097
K02120.01,CONFIRMED,2,8.77425786,2.2245,239.6,1.75,771.0,83.63,0.917,22.3,5146.0,4.445,0.905
K00241.03,CONFIRMED,2,3.41045981,2.866,136.2,1.06,892.0,149.88,0.971,22.5,4983.0,4.66,0.651
K02121.01,CONFIRMED,2,4.51005082,2.1533,294.8,1.74,1063.0,301.74,0.115,21.5,5362.0,4.352,1.032
K02122.01,CONFIRMED,2,37.6468519,6.344,427.4,5.37,787.0,90.85,0.008,31.0,5443.0,3.74,2.652
K02123.01,CONFIRMED,2,29.4557841,3.451,533.8,2.19,598.0,30.3,0.018,26.6,6036.0,4.491,0.949
K02124.01,CANDIDATE,1,42.3375799,4.924,354.8,1.45,311.0,2.21,0.947,18.1,4132.0,4.682,0.581
K02125.01,CONFIRMED,2,23.3593589,5.389,570.1,2.98,684.0,51.68,0.94,25.9,6244.0,4.46,1.009
K00248.01,CONFIRMED,2,7.203855862,2.5418,1765.9,2.25,509.0,15.87,0.037,101.1,3834.0,4.708,0.539
K02194.01,CONFIRMED,2,34.7630543,4.309,293.7,1.75,554.0,22.23,0.731,24.0,5670.0,4.387,0.95
K02194.02,CONFIRMED,2,67.968656,7.948,321.8,1.71,443.0,9.09,0.317,27.3,5670.0,4.387,0.95
K02194.03,CANDIDATE,1,445.21685,16.37,211.6,1.37,237.0,0.74,0.0,11.1,5670.0,4.387,0.95
K02195.01,CONFIRMED,2,20.0545282,7.173,305.4,2.63,755.0,76.97,0.939,26.9,6056.0,4.332,1.209
K02195.02,CONFIRMED,2,30.0899459,6.654,242.6,2.25,660.0,44.79,0.907,16.6,6056.0,4.332,1.209
K02195.03,CONFIRMED,2,6.84978728,4.919,139.2,1.83,1081.0,322.19,0.954,17.0,6056.0,4.332,1.209
K02274.01,CONFIRMED,2,9.98970266,3.7,988.4,2.48,705.0,58.26,0.005,24.1,5265.0,4.58,0.81
K02275.01,FALSE POSITIVE,0,15.7455586,13.877,161.1,1.41,743.0,71.98,0.889,37.6,6089.0,4.495,0.95
K02276.01,CONFIRMED,2,1.442592305,2.9698,166.0,2.67,2700.0,12557.23,0.207,27.1,7216.0,3.983,2.043
K02277.01,FALSE POSITIVE,0,2.62982665,6.213,126.4,17.88,1968.0,3542.64,1.077,24.6,6712.0,4.053,1.846
K02278.01,CONFIRMED,2,14.17222858,2.6297,246.8,2.39,873.0,137.33,0.869,24.5,5845.0,4.2,1.314
K02278.02,CONFIRMED,2,4.92031063,4.046,81.0,1.18,1242.0,562.99,0.242,17.7,5845.0,4.2,1.314
K02279.01,CONFIRMED,2,27.0142622,5.385,287.6,2.0,677.0,49.65,0.009,25.5,5949.0,4.303,1.184
K00258.01,FALSE POSITIVE,0,4.15743922,9.572,1472.0,96.99,2089.0,4503.26,1.242,52.5,6529.0,3.657,3.131
K02365.02,CONFIRMED,2,110.978266,11.312,150.2,1.86,463.0,10.84,0.074,14.0,5883.0,4.149,1.529
K02366.01,CONFIRMED,2,25.3690868,4.746,110.1,1.67,755.0,76.9,0.845,21.6,6126.0,4.224,1.406
K02367.01,CONFIRMED,2,6.89213244,1.725,82.0,1.35,1177.0,454.45,0.541,17.3,6164.0,4.227,1.446
K02368.01,CONFIRMED,2,8.07127043,2.393,318.2,1.53,856.0,126.94,0.271,16.9,5766.0,4.517,0.853
K02369.01,CONFIRMED,2,11.01819178,4.635,545.7,2.64,840.0,117.97,0.883,22.0,6075.0,4.486,0.969
K02369.03,CANDIDATE,1,7.2274321,4.967,173.3,1.28,967.0,206.77,0.003,9.2,6075.0,4.486,0.969
K02450.01,CONFIRMED,2,16.83203175,4.031,326.0,1.86,690.0,53.44,0.533,21.6,5518.0,4.4,1.008
K02450.02,CANDIDATE,1,7.1931193,2.935,125.6,1.12,916.0,166.3,0.296,10.7,5518.0,4.4,1.008
K02451.01,FALSE POSITIVE,0,13.37499553,1.639,458.1,2.01,703.0,57.85,0.045,16.9,5263.0,4.404,0.961
K02452.01,FALSE POSITIVE,0,4.35370136,1.913,168.9,1.33,1179.0,456.83,0.535,12.2,5992.0,4.382,0.985
K02453.01,CANDIDATE,1,1.530515205,0.5945,659.7,0.84,608.0,32.46,0.882,23.2,3462.0,5.004,0.259
K02454.01,FALSE POSITIVE,0,1.08070294,3.363,145.6,1.04,1565.0,1419.52,0.688,17.6,5482.0,4.539,0.813
K02455.01,FALSE POSITIVE,0,4.74254518,1.023,305.7,1.77,1118.0,369.34,0.051,13.2,6046.0,4.478,1.007
K02545.01,CONFIRMED,2,6.98141327,6.527,38.0,1.42,1384.0,865.81,0.699,20.9,6054.0,3.923,2.163
K02546.01,FALSE POSITIVE,0,1.319677953,1.978,100.7,1.13,1843.0,2729.71,0.62,17.4,6306.0,4.426,1.076
K02547.01,CONFIRMED,2,8.94337724,2.469,215.1,1.48,946.0,188.93,0.163,18.4,6074.0,4.375,1.005
K02548.01,CANDIDATE,1,0.827151296,1.385,272.4,19.1,5171.0,168151.39,0.281,8.1,4452.0,2.28,11.895
K02549.01,FALSE POSITIVE,0,3.54789928,2.861,185.3,0.99,987.0,224.45,0.325,13.6,5399.0,4.619,0.725
K02550.01,CANDIDATE,1,18.0243482,3.575,441.2,1.98,683.0,51.44,0.57,17.3,5955.0,4.52,0.91
K02551.01,CANDIDATE,1,16.4793229,3.312,479.1,1.53,537.0,19.62,0.263,13.8,4908.0,4.618,0.716
K01347.01,FALSE POSITIVE,0,14.405857436,5.48509,30430.6,23.42,888.0,146.95,0.001,2294.1,5945.0,4.196,1.346
K01348.01,FALSE POSITIVE,0,7.702374154,3.8459,18377.0,225.25,825.0,109.38,3.346,157.2,5598.0,4.565,0.83
K01349.01,FALSE POSITIVE,0,16.66216657,3.8762,27442.0,843.45,834.0,114.41,7.444,114.5,6440.0,4.38,1.169
K01350.01,FALSE POSITIVE,0,0.752159702,2.3621,3425.0,43.73,2224.0,5767.22,1.272,291.1,5916.0,4.296,1.175
K01351.01,FALSE POSITIVE,0,10.72396374,3.8439,13518.0,39.84,783.0,88.64,1.25,127.7,5582.0,4.445,0.905
K01352.01,FALSE POSITIVE,0,4.81886153,6.223,1318.6,2.96,803.0,98.29,0.924,86.3,5030.0,4.658,0.651
K01353.01,CONFIRMED,2,125.86540191,9.0191,12389.5,12.37,394.0,5.71,0.101,544.7,5933.0,4.342,1.115
K01426.03,CONFIRMED,2,150.0189511,4.3823,4319.7,32.6,325.0,2.62,1.252,106.2,5618.0,4.46,0.897
K01427.01,CONFIRMED,2,2.613020421,1.9588,599.7,1.5,713.0,61.24,0.891,31.1,3883.0,4.725,0.517
K01427.02,CANDIDATE,1,4.88446644,2.057,221.0,0.84,579.0,26.5,0.776,9.1,3883.0,4.725,0.517
K01428.01,CONFIRMED,2,0.927859786,1.4279,515.3,1.79,1361.0,813.3,0.795,99.8,4815.0,4.631,0.699
K01429.01,CONFIRMED,2,205.912735,9.992,2378.8,4.68,298.0,1.85,0.196,49.4,5644.0,4.457,0.969
K01430.01,CONFIRMED,2,10.47548084,2.3024,1070.7,2.11,540.0,20.15,0.664,40.3,4463.0,4.677,0.611
K01430.02,CONFIRMED,2,22.92886314,2.0831,908.9,2.08,416.0,7.09,0.805,21.3,4463.0,4.677,0.611
K01507.01,CONFIRMED,2,21.3588236,5.823,640.1,2.52,691.0,53.89,0.092,33.2,6170.0,4.472,0.992
K01508.01,CONFIRMED,2,22.0459163,5.22,804.8,3.05,640.0,39.69,0.837,29.7,5900.0,4.509,0.951
K01509.01,FALSE POSITIVE,0,49.6456235,23.568,857.5,43.41,648.0,41.57,1.236,176.5,6273.0,4.129,1.493
K01510.01,CANDIDATE,1,0.839961456,1.3008,492.9,1.63,1455.0,1066.37,0.548,35.1,4932.0,4.618,0.718
K01511.01,CONFIRMED,2,2.578852119,2.3581,334.3,1.63,1230.0,540.56,0.625,36.7,5743.0,4.553,0.853
K01512.01,FALSE POSITIVE,0,9.04189129,2.789,783.4,3.24,729.0,66.83,0.967,34.5,5237.0,4.572,0.826
K01513.01,FALSE POSITIVE,0,0.798200403,1.8261,396.8,24.03,2128.0,4875.01,1.193,65.9,6258.0,4.449,1.031
K01577.01,CONFIRMED,2,2.806243488,1.6271,599.6,1.41,771.0,83.53,0.043,22.4,4153.0,4.684,0.581
K01578.01,FALSE POSITIVE,0,2.27190723,5.383,149.0,1.12,1318.0,714.27,0.719,36.8,5788.0,4.506,0.856
K01579.01,FALSE POSITIVE,0,7.132351753,2.9674,744.1,49.34,1579.0,1466.12,1.206,91.2,7530.0,4.08,1.93
K01580.01,FALSE POSITIVE,0,21.3781146,19.359,556.1,3.18,727.0,65.94,0.906,35.4,6218.0,4.417,1.131
K01581.01,CONFIRMED,2,29.5422566,13.902,879.9,3.15,515.0,16.56,0.959,39.5,5510.0,4.572,0.803
K01581.02,CONFIRMED,2,144.551628,16.599,1035.2,3.06,303.0,1.99,0.887,27.1,5510.0,4.572,0.803
K01582.01,CANDIDATE,1,186.4361811,5.774,4347.0,11.32,353.0,3.66,0.921,66.5,5393.0,4.132,1.37
K01658.01,CONFIRMED,2,1.544928892,1.43586,5817.3,13.43,1997.0,3765.46,0.918,1109.7,6309.0,4.199,1.412
K01659.01,CONFIRMED,2,29.5390897,4.139,403.3,2.51,714.0,61.49,0.213,18.8,6572.0,4.365,1.238
K01660.01,CANDIDATE,1,35.6364022,4.888,452.6,1.99,537.0,19.62,0.654,15.7,5926.0,4.532,0.887
K01661.01,FALSE POSITIVE,0,0.94773253,1.7645,11306.0,45.58,2321.0,6862.81,1.186,103.9,6302.0,4.183,1.269
K01662.01,FALSE POSITIVE,0,0.784031658,0.7773,352.2,1.55,1705.0,1995.65,0.102,28.2,5435.0,4.578,0.824
K01663.01,FALSE POSITIVE,0,11.76921923,3.219,519.3,3.12,868.0,134.04,0.964,27.4,6215.0,4.44,1.052
K00195.01,CONFIRMED,2,3.217518511,2.11481,14319.4,11.38,1185.0,464.73,0.638,1287.4,5720.0,4.473,0.903
K01752.01,FALSE POSITIVE,0,16.6094904,3.189,272.9,1.82,766.0,81.28,0.631,12.7,6047.0,4.395,1.05
K01753.01,FALSE POSITIVE,0,0.979442525,1.0348,469.3,1.64,1567.0,1420.01,0.388,27.0,5532.0,4.607,0.745
K01754.01,CONFIRMED,2,15.13590453,2.236,255.7,2.57,933.0,179.16,0.46,19.8,6050.0,4.137,1.572
K01755.01,FALSE POSITIVE,0,6.14631207,3.803,891.1,4.79,1260.0,594.72,0.937,20.3,6726.0,4.335,1.31
K01757.01,FALSE POSITIVE,0,5.548250634,6.06772,42873.4,21.49,1088.0,331.99,0.296,1170.5,6124.0,4.455,1.028
K01758.01,CANDIDATE,1,5.59728249,1.795,1407.3,3.28,930.0,176.53,0.473,30.8,5610.0,4.551,0.858
K01759.01,FALSE POSITIVE,0,1.334104585,3.14624,61690.8,44.9,1880.0,2954.64,0.986,1334.6,6319.0,4.373,1.083
K01831.01,CONFIRMED,2,51.8098276,6.343,1025.4,2.6,410.0,6.71,0.273,56.8,5191.0,4.53,0.826
K01831.02,CONFIRMED,2,4.38536428,2.5126,198.5,1.15,935.0,180.22,0.335,25.9,5191.0,4.53,0.826
K01831.03,CONFIRMED,2,34.205785079,5.1691,183.2,1.1,471.0,11.67,0.319,11.6,5191.0,4.53,0.826
K01831.04,CONFIRMED,2,13.97945055,1.2325,356.1,1.97,635.0,38.44,0.924,17.1,5191.0,4.53,0.826
K01832.01,CONFIRMED,2,4.544436472,1.8141,879.3,3.0,1017.0,253.48,0.731,42.5,5445.0,4.458,0.937
K01832.02,CONFIRMED,2,12.76220558,2.0688,653.8,3.18,721.0,63.86,0.955,17.4,5445.0,4.458,0.937
K01832.03,CONFIRMED,2,38.7149617,3.441,694.8,2.62,498.0,14.55,0.691,16.2,5445.0,4.458,0.937
K01903.01,FALSE POSITIVE,0,1.540395781,1.6305,173.4,0.94,1211.0,510.22,0.062,46.6,4955.0,4.592,0.735
K01904.01,CONFIRMED,2,12.43929428,3.176,254.3,1.3,627.0,36.57,0.663,24.9,4987.0,4.531,0.773
K01905.01,CONFIRMED,2,7.62635494,2.4168,296.1,1.21,703.0,57.89,0.237,32.5,4955.0,4.61,0.721
K01905.02,CONFIRMED,2,15.99560373,3.471,221.7,1.04,550.0,21.54,0.088,20.0,4955.0,4.61,0.721
K01905.03,CONFIRMED,2,34.2115022,4.947,273.8,1.15,427.0,7.82,0.034,20.7,4955.0,4.61,0.721
K01906.01,CANDIDATE,1,8.710442022,0.9425,1196.4,3.61,760.0,78.75,0.935,42.6,5416.0,4.575,0.809
K01907.01,CONFIRMED,2,11.35010642,2.2792,1221.0,1.75,403.0,6.25,0.035,38.3,3597.0,4.734,0.514
K01977.01,CONFIRMED,2,9.38740646,1.6165,384.6,1.69,575.0,25.83,0.946,22.3,4500.0,4.656,0.646
K01977.02,CONFIRMED,2,7.41556471,1.973,150.4,0.79,622.0,35.37,0.434,11.8,4500.0,4.656,0.646
K01978.01,CONFIRMED,2,6.51112385,1.6919,695.1,3.09,1008.0,243.67,0.882,38.4,6032.0,4.465,1.001
K01978.02,CONFIRMED,2,23.85163321,2.4453,833.7,3.37,654.0,43.19,0.88,28.6,6032.0,4.465,1.001
K01979.01,CONFIRMED,2,2.714078374,1.3115,143.5,1.38,1301.0,675.86,0.868,36.8,5815.0,4.461,0.992
K01980.01,CONFIRMED,2,122.8799543,7.835,717.7,2.7,326.0,2.66,0.872,41.9,5413.0,4.51,0.861
K01981.01,CONFIRMED,2,1.06378861,1.072,251.5,1.61,1650.0,1761.19,0.466,21.5,5265.0,4.4,1.002
K02048.01,CONFIRMED,2,6.17998508,2.1094,750.5,2.12,814.0,104.06,0.175,29.0,5149.0,4.551,0.791
K02049.01,CONFIRMED,2,1.569066598,2.7803,147.2,1.68,1849.0,2763.39,0.097,48.7,5821.0,4.172,1.395
K02050.01,FALSE POSITIVE,0,75.3787816,5.268,387.7,1.6,360.0,3.97,0.046,30.1,5061.0,4.488,0.841
K02050.02,CANDIDATE,1,3.17796408,0.542,47.7,0.74,1034.0,270.25,0.901,6.0,5061.0,4.488,0.841
K02051.01,CONFIRMED,2,25.7626846,6.908,619.5,2.66,633.0,37.99,0.327,38.0,5739.0,4.381,1.069
K02051.02,CONFIRMED,2,11.0317836,4.753,182.3,1.45,840.0,117.67,0.405,14.1,5739.0,4.381,1.069
K00237.01,CONFIRMED,2,8.508333104,3.4559,646.5,2.6,909.0,161.66,0.004,93.4,5767.0,4.396,1.03
K02126.01,CONFIRMED,2,9.69310837,2.734,1130.7,2.12,609.0,32.4,0.534,30.4,4818.0,4.639,0.618
K02127.01,FALSE POSITIVE,0,2.87066026,1.541,450.8,1.72,1196.0,484.17,0.286,13.2,5910.0,4.578,0.796
K02128.01,FALSE POSITIVE,0,24.2598301,3.897,1540.3,25.42,547.0,21.13,1.244,26.3,5485.0,4.574,0.805
K02129.01,CONFIRMED,2,8.79618433,3.3781,286.3,1.77,938.0,183.26,0.05,27.0,6142.0,4.456,1.046
K02130.01,CONFIRMED,2,16.85592593,2.309,871.5,1.7,408.0,6.52,0.038,19.5,3967.0,4.674,0.587
K00242.01,FALSE POSITIVE,0,7.258450123,5.7297,3714.7,5.53,880.0,141.3,0.05,288.6,5638.0,4.513,0.92
K02131.01,CONFIRMED,2,14.36270451,4.564,349.4,2.31,918.0,167.88,0.272,26.8,6643.0,4.357,1.216
K02196.01,FALSE POSITIVE,0,1.205412526,1.537,109.2,12.6,1988.0,3681.8,1.092,17.2,6292.0,4.32,1.122
K02197.01,FALSE POSITIVE,0,1.710316235,3.614,409.4,23.38,1647.0,1740.08,1.174,31.2,6147.0,4.435,1.096
K02198.01,CONFIRMED,2,23.9210408,5.174,158.3,3.01,1020.0,255.65,0.936,21.9,7121.0,4.031,1.972
K02199.01,CONFIRMED,2,9.03326435,2.857,610.7,1.96,729.0,66.89,0.455,18.3,5311.0,4.588,0.788
K00248.02,CONFIRMED,2,10.91274065,2.1801,1387.2,2.13,443.0,9.12,0.685,57.4,3834.0,4.708,0.539
K02199.02,CANDIDATE,1,3.05293416,2.155,227.5,1.18,1047.0,284.82,0.328,10.1,5311.0,4.588,0.788
K02200.01,CONFIRMED,2,3.17059731,1.6686,325.4,1.69,1080.0,321.28,0.793,20.1,5431.0,4.563,0.843
K02279.02,CONFIRMED,2,12.50945798,3.479,155.3,1.54,875.0,138.54,0.626,16.0,5949.0,4.303,1.184
K02280.01,CONFIRMED,2,26.0203329,4.965,1164.4,4.53,675.0,49.09,0.704,23.7,5624.0,4.218,1.244
K02281.01,CONFIRMED,2,0.769854899,1.0243,109.6,0.93,1650.0,1756.8,0.705,28.7,5173.0,4.55,0.822
K00252.01,CONFIRMED,2,17.60461401,3.716,2292.1,2.64,362.0,4.07,0.715,80.1,3744.0,4.737,0.516
K02282.01,CONFIRMED,2,6.89226333,2.4921,214.4,2.13,1156.0,422.14,0.061,22.4,5862.0,4.148,1.463
K02283.01,FALSE POSITIVE,0,17.40208965,3.745,616.5,16.37,422.0,7.49,1.216,20.9,4098.0,4.662,0.615
K02284.01,FALSE POSITIVE,0,2.69787749,1.915,116.8,1.5,1512.0,1235.14,0.53,8.3,5609.0,4.114,1.348
K02370.01,CANDIDATE,1,78.7327023,5.041,495.8,7.76,761.0,79.13,0.956,19.1,6715.0,3.754,2.763
K02371.01,CONFIRMED,2,12.94123564,4.636,328.8,1.7,795.0,94.29,0.028,22.1,6119.0,4.497,0.938
K02372.01,CONFIRMED,2,5.349791,4.279,88.8,1.29,1156.0,422.79,0.867,23.3,6074.0,4.368,1.183
K02373.01,CANDIDATE,1,147.281212,7.375,452.8,2.28,353.0,3.69,0.474,17.3,5708.0,4.365,1.054
K00259.01,FALSE POSITIVE,0,79.99623328,6.3339,24383.5,40.73,717.0,62.49,0.594,721.9,6796.0,3.88,2.49
K02374.01,CONFIRMED,2,5.26211833,3.244,194.5,1.95,1166.0,436.61,0.71,20.3,5587.0,4.188,1.309
K02374.02,CONFIRMED,2,12.1628195,2.3161,306.3,3.14,882.0,142.77,0.971,15.2,5587.0,4.188,1.309
K02456.01,FALSE POSITIVE,0,18.13559979,2.019,452.7,24.49,744.0,72.36,1.194,16.4,6184.0,4.448,1.038
K02457.01,CONFIRMED,2,3.70429015,3.37,55.7,1.45,1839.0,2708.57,0.001,15.9,6732.0,3.958,1.927
K02458.01,CONFIRMED,2,4.35407371,2.427,277.1,1.63,1043.0,279.53,0.734,19.0,5455.0,4.421,0.909
K00266.01,CONFIRMED,2,25.30893566,5.7704,153.7,1.77,710.0,60.2,0.799,54.2,5949.0,4.272,1.292
K02458.02,CONFIRMED,2,2.936587946,1.8952,279.6,1.77,1190.0,473.18,0.863,20.1,5455.0,4.421,0.909
K02459.01,FALSE POSITIVE,0,27.795762425,15.5056,420329.0,81.48,655.0,43.51,0.483,1969.5,5915.0,4.329,1.13
K02460.01,CONFIRMED,2,11.32269749,3.517,311.0,1.51,554.0,22.24,0.951,16.0,4563.0,4.624,0.642
K02552.01,CONFIRMED,2,3.65690909,2.064,107.4,1.32,1368.0,828.52,0.217,12.8,6078.0,4.294,1.271
K02553.01,CONFIRMED,2,88.0712769,6.758,885.4,2.4,330.0,2.79,0.347,18.1,4939.0,4.506,0.819
K00273.01,CONFIRMED,2,10.573751447,1.7259,298.9,2.07,844.0,120.25,0.785,82.0,5720.0,4.4,1.08
K02554.01,CANDIDATE,1,39.7557642,1.958,621.8,13.72,325.0,2.64,1.219,10.2,4405.0,4.732,0.511
K02554.02,CANDIDATE,1,10.27127527,3.029,343.5,0.94,510.0,16.02,0.046,17.5,4405.0,4.732,0.511
K02555.01,CONFIRMED,2,12.5722897,4.765,86.5,1.09,886.0,145.82,0.252,12.4,6084.0,4.319,1.169
K02556.01,CONFIRMED,2,40.8366307,4.956,264.8,1.5,496.0,14.3,0.363,18.7,5529.0,4.457,0.925
K00164.01,FALSE POSITIVE,0,4.4645454,2.8823,194.3,3.07,1601.0,1555.36,0.808,37.6,6093.0,3.91,1.985
K01353.02,CONFIRMED,2,34.5439452,3.482,429.8,2.67,607.0,32.02,0.87,23.4,5933.0,4.342,1.115
K01353.03,CONFIRMED,2,330.071558,4.295,616.7,2.94,286.0,1.58,0.681,10.6,5933.0,4.342,1.115
